125 20
0.353489 0.860893 0.589025 0.964349 0.741319 0.438505 0.616799 0.143768 0.411732 0.820548 0.574959 0.14626 0.857478 0.653564 1.00922 0.604103 -0.0280867 0.719565 0.359703 0.153764 
0.105217 0.546897 0.930235 0.879557 0.992564 0.458227 0.903576 0.937012 0.465185 0.526969 0.687417 0.943674 0.512861 0.401442 0.783023 0.129181 0.714947 0.274822 0.147949 0.251679 
0.22037 0.847908 0.272939 -0.0471522 0.376472 0.407163 0.681951 0.473385 1.00173 0.916654 0.752149 -0.0180554 0.33855 0.557384 0.986502 0.206114 0.140612 0.765078 0.268127 0.480797 
0.417047 1.08054 0.299471 0.804908 0.356985 0.957495 0.0590892 -0.0530678 0.107317 0.332038 0.323611 0.452687 0.054946 0.72155 0.530535 0.556418 1.00371 0.0874852 -0.0951966 0.88044 
0.129139 0.781953 0.987385 0.342689 0.464337 0.848887 0.673803 0.479949 0.738965 0.81693 0.835746 0.281012 0.772474 0.0102173 -0.0390794 0.254459 0.0927119 0.14501 0.326391 0.325029 
0.352048 0.525002 0.652715 0.531994 0.121551 0.0582498 0.963412 0.000263341 0.270735 0.993216 1.0057 0.274874 0.650168 0.868088 0.492563 0.989506 0.841975 0.291367 0.344455 0.45594 
0.233297 0.3052 0.611952 0.13077 0.440418 0.697873 0.260229 0.40813 0.967882 0.46162 0.858158 0.19493 0.111622 0.385874 0.601925 0.358173 0.569124 0.690337 0.483436 0.714859 
0.558552 0.36414 0.864733 0.0837209 0.107227 0.482296 0.198227 1.0742 0.648662 0.667681 0.405142 1.00696 0.847882 0.142094 1.01273 0.1633 0.964966 0.397959 0.696429 0.807848 
0.734578 0.429588 0.127779 0.9712 0.940461 0.604704 0.204373 0.384585 0.42004 0.562809 0.974444 0.853593 0.801949 0.714176 0.0623136 0.0341764 0.321472 0.13554 -0.0166216 0.845135 
0.928222 0.51352 0.977094 0.651103 0.780614 0.864823 0.939403 0.62058 0.137782 0.760832 0.553428 0.99736 0.0654196 0.556207 0.84356 0.130881 0.285911 0.172933 0.390466 0.580951 
0.610743 0.48991 0.309544 0.537692 0.079086 0.496857 0.696868 0.525558 0.757398 0.805246 0.245693 0.560619 0.443766 0.347787 0.0867226 0.0993801 0.0876099 0.151125 0.84496 0.350392 
0.786957 0.273388 0.222752 0.977377 0.704595 0.191312 -0.0167419 0.865506 0.239246 0.498724 0.321457 0.974988 0.863634 0.756001 0.38768 0.0677198 0.127858 0.209548 0.468278 0.760256 
0.889794 0.838971 0.195875 0.208561 0.0617573 0.407598 0.182941 0.0243671 0.433723 0.902901 0.499759 0.345681 0.0512888 0.597511 0.198058 0.880884 0.663823 0.306316 0.62139 1.02807 
0.68004 0.0678471 0.878057 0.418674 0.698848 0.390737 0.611393 0.951707 0.475285 -0.0453286 0.836963 0.240079 0.918642 -0.0921619 0.57364 0.855399 0.440436 0.631581 1.00477 0.749159 
0.659481 0.379525 -0.0301598 0.83577 1.10204 0.292898 0.841654 0.640859 0.474214 0.338044 0.793927 0.279254 0.530891 0.546984 0.822927 0.354739 1.06272 0.309321 0.181446 0.413005 
0.388992 0.893409 0.778084 0.182634 -0.0737533 0.226724 0.913034 0.491683 0.733305 1.0428 0.365842 0.517786 0.297325 0.460683 0.478556 0.274361 0.62858 0.19521 0.04022 0.227794 
0.658255 0.709147 0.382048 0.0641458 0.381131 0.0799751 0.293885 0.318852 0.514296 0.600331 0.856858 0.778288 0.36874 0.509942 0.835922 0.419987 0.611666 0.873956 0.786669 0.469971 
0.791756 0.277512 0.862757 -0.0359184 0.613194 0.466313 0.363443 0.116775 0.536524 0.278663 0.219569 0.319778 0.11281 0.726617 0.258924 0.618941 0.681592 0.427809 1.06279 0.0708876 
0.15314 0.794651 0.974176 0.39688 0.179593 0.685098 0.941867 0.666259 0.434054 0.853536 0.0112303 0.10081 0.00604776 -0.00101245 0.189892 0.744242 0.340301 0.428335 0.736017 0.0018248 
0.831998 0.0805854 0.196603 0.069808 0.932202 0.580527 0.813749 0.488794 0.133337 0.751543 0.684681 0.161477 0.421194 0.533857 0.683357 0.475787 0.343955 0.500224 0.267046 0.653009 
0.47876 0.403276 0.87882 0.609808 0.277264 0.943712 0.22905 0.742565 0.497047 0.0900663 0.86939 0.454045 0.0456517 -0.0590072 0.398853 0.852854 0.64652 0.0876022 0.466647 0.654857 
0.714145 0.276329 0.691334 0.260339 0.935186 0.249691 0.861126 0.154141 0.874915 0.00317173 0.68215 0.228675 0.281448 0.68597 0.963483 0.683712 0.504682 0.0675323 0.301277 0.876729 
0.0325986 0.295667 0.455774 0.20325 0.361659 0.729627 0.181104 0.883179 0.942229 0.772751 0.413036 0.781374 0.17408 0.22937 0.916713 0.984265 0.354061 0.652838 0.0134059 0.103975 
0.78101 0.820556 0.45765 0.187458 0.381526 0.546133 0.74617 0.0112081 0.488665 0.172447 1.01294 0.646264 0.343114 0.343711 -0.025486 0.579773 0.198338 0.280618 0.587953 0.0155665 
0.178369 0.875989 0.67194 0.227449 -0.0196413 0.713653 0.336714 0.459419 0.491492 0.22512 0.688395 0.147502 0.170676 0.271045 0.45996 0.677202 0.692177 0.0811307 0.56341 0.305843 
0.378578 0.701347 0.0771062 0.846692 0.920058 0.17662 0.301465 -0.00660431 0.332238 0.764418 0.133962 0.635607 0.765407 0.930903 0.988056 0.870766 0.519556 0.199769 0.205185 0.886048 
0.549889 1.01858 0.15855 0.595565 0.164624 0.74351 0.397767 0.731802 0.699641 0.0861766 0.162644 0.203219 0.662524 0.11475 0.92491 0.707582 0.166371 0.101376 0.825977 0.623609 
-0.00920627 0.83494 0.384216 0.881201 0.640842 0.247271 0.626966 0.285398 0.322041 0.957151 0.296446 0.74693 0.850731 0.329996 0.467495 0.890355 -0.051494 0.990261 0.747157 0.773147 
0.951438 1.0348 0.851365 0.488962 0.0245515 0.901276 0.321543 0.315922 0.877652 0.0225208 0.814531 -0.00655463 0.98246 0.0737466 0.999646 0.748303 0.446018 0.501613 0.908701 0.643059 
0.583764 0.0801472 0.514989 0.309495 0.535143 0.857483 0.32485 0.608649 0.722745 0.197007 0.256796 0.799183 0.106808 0.233161 0.413145 0.00635969 0.00943731 0.609688 0.447282 0.0120889 
0.757209 0.386813 0.130534 0.614669 0.585559 0.00518044 0.237972 0.906577 0.631793 0.271673 0.424636 0.0905571 0.22682 1.06462 0.525052 0.636963 1.04711 0.724902 0.370612 0.894853 
